,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,reviews_per_month,availability_365
25638,Manhattan,40.81652,-73.94914,Private room,215,5,2.73,335
16675,Manhattan,40.79694,-73.96268,Private room,80,2,1.44,126
6309,Manhattan,40.80519,-73.94974,Entire home/apt,170,4,0.82,364
9035,Manhattan,40.7349,-74.0005,Entire home/apt,265,2,0.55,5
29101,Brooklyn,40.69698,-73.90774,Private room,65,3,0.0,364
26524,Brooklyn,40.71456,-73.94326,Entire home/apt,140,1,3.86,200
13026,Manhattan,40.75347,-73.98567,Entire home/apt,179,2,4.94,235
8886,Brooklyn,40.68774000000001,-73.95477,Entire home/apt,250,1,0.92,347
15473,Brooklyn,40.6329,-73.92784,Entire home/apt,80,1,3.02,363
27366,Brooklyn,40.72128,-73.94663,Entire home/apt,185,4,0.0,176
21505,Brooklyn,40.64308,-73.96508,Private room,150,3,0.27,364
7579,Manhattan,40.7906,-73.97267,Entire home/apt,135,30,0.06,313
26739,Manhattan,40.77984,-73.95231,Entire home/apt,113,30,0.0,192
13639,Brooklyn,40.71967,-73.96001,Entire home/apt,155,2,0.27,4
30238,Manhattan,40.76356,-73.98823,Entire home/apt,330,1,0.0,180
1433,Brooklyn,40.68681,-73.97675,Entire home/apt,149,29,1.1,125
26850,Bronx,40.89338,-73.84785,Entire home/apt,309,2,5.56,173
16033,Brooklyn,40.68271,-73.95141,Entire home/apt,99,30,0.0,341
22220,Brooklyn,40.6871,-73.95735,Private room,40,15,0.56,325
24850,Manhattan,40.76057,-73.98455,Entire home/apt,343,30,0.0,311
16100,Manhattan,40.80397,-73.95615,Private room,45,1,3.85,195
15206,Manhattan,40.72147,-73.99181,Entire home/apt,170,30,0.3,281
28743,Manhattan,40.70595,-74.00974000000002,Entire home/apt,250,2,2.0,335
25949,Queens,40.70775,-73.89471999999998,Private room,34,30,0.0,201
16312,Manhattan,40.71085,-74.0158,Entire home/apt,158,2,1.34,2
24326,Brooklyn,40.73635,-73.95705,Private room,89,2,0.9,5
11965,Queens,40.68555,-73.79415999999998,Private room,30,1,0.67,90
14083,Brooklyn,40.7186,-73.95810999999998,Entire home/apt,585,1,2.01,229
7355,Brooklyn,40.6735,-73.95486,Entire home/apt,162,30,0.64,18
15831,Brooklyn,40.67843,-73.96125,Entire home/apt,325,4,0.27,98
10720,Brooklyn,40.66763,-73.97485999999998,Entire home/apt,260,3,0.6,309
13439,Manhattan,40.78019000000001,-73.95857,Entire home/apt,225,30,0.0,365
17175,Manhattan,40.75815,-73.96489,Shared room,165,4,0.0,12
26707,Manhattan,40.7636,-73.96200999999998,Entire home/apt,150,7,1.0,93
6461,Brooklyn,40.71083,-73.96401,Entire home/apt,120,3,4.1,262
28323,Queens,40.58825,-73.81208000000002,Private room,75,1,2.0,5
23781,Bronx,40.84994,-73.9066,Entire home/apt,148,3,1.74,358
9735,Manhattan,40.83185,-73.94806,Private room,40,5,0.57,316
1867,Brooklyn,40.66812,-73.99022,Private room,160,30,1.0,39
23808,Brooklyn,40.70458,-73.92888,Private room,80,2,0.63,14
14506,Brooklyn,40.72513,-73.94829,Private room,110,2,1.37,336
9756,Queens,40.7591,-73.91525,Private room,75,4,2.61,57
5684,Brooklyn,40.63118,-73.89679,Entire home/apt,100,2,3.93,300
7343,Manhattan,40.79929,-73.95199000000002,Private room,100,3,3.55,66
3985,Manhattan,40.81071,-73.94433000000002,Entire home/apt,115,2,1.51,50
844,Brooklyn,40.68944000000001,-73.9376,Entire home/apt,100,3,2.15,220
19524,Queens,40.75176,-73.88374,Private room,55,4,2.28,112
27750,Manhattan,40.75375,-73.97416,Entire home/apt,190,3,1.0,165
6443,Brooklyn,40.69342,-73.94322,Entire home/apt,100,15,0.07,211
6679,Manhattan,40.84335,-73.94059,Entire home/apt,85,1,0.65,27
10258,Brooklyn,40.66146,-73.95478,Entire home/apt,110,3,2.76,248
1171,Manhattan,40.73795,-74.00593,Entire home/apt,495,3,0.38,22
20464,Manhattan,40.74584,-73.98894,Private room,125,3,1.51,14
16868,Queens,40.76991,-73.8265,Private room,50,3,1.73,153
3948,Manhattan,40.78802,-73.95026,Entire home/apt,115,4,1.2,10
28815,Manhattan,40.77122,-73.99110999999998,Entire home/apt,499,3,0.0,34
6113,Queens,40.76615,-73.91325,Private room,99,1,0.13,323
13030,Queens,40.7118,-73.85285,Private room,50,3,1.28,220
14963,Manhattan,40.72652,-73.98966,Entire home/apt,250,2,1.58,38
23822,Staten Island,40.57974,-74.10989000000002,Private room,30,7,1.0,188
1669,Manhattan,40.79794,-73.93223,Private room,58,1,4.3,284
26538,Brooklyn,40.68417,-73.95343000000003,Entire home/apt,132,30,0.94,191
8427,Manhattan,40.82779,-73.94065,Entire home/apt,105,7,0.91,290
24291,Brooklyn,40.63626,-73.90696,Entire home/apt,69,1,7.5,282
20389,Brooklyn,40.68864,-73.91295,Entire home/apt,86,28,0.43,66
4861,Manhattan,40.73536,-73.98393,Entire home/apt,209,30,0.53,197
3581,Bronx,40.81321,-73.90259,Private room,100,3,0.22,207
11266,Brooklyn,40.63356,-73.95073000000002,Shared room,30,3,1.25,1
23605,Brooklyn,40.67932,-73.94740999999998,Entire home/apt,160,2,4.71,289
18092,Manhattan,40.7433,-74.00119000000002,Entire home/apt,270,5,0.0,46
746,Brooklyn,40.67407,-73.98111,Entire home/apt,125,4,0.67,262
21482,Manhattan,40.76802,-73.9906,Private room,130,2,0.71,78
4837,Brooklyn,40.72232,-73.9434,Entire home/apt,110,2,4.82,1
3274,Manhattan,40.76717,-73.95532,Private room,95,1,3.31,263
12032,Brooklyn,40.68924000000001,-73.92818,Entire home/apt,137,5,3.34,191
929,Manhattan,40.72915,-73.98019000000002,Entire home/apt,118,3,1.66,13
2909,Brooklyn,40.6982,-73.92851999999998,Private room,69,1,2.89,280
22150,Brooklyn,40.63835,-73.94402,Entire home/apt,90,1,5.44,141
21988,Brooklyn,40.68583,-73.90985,Private room,55,1,1.36,365
13468,Brooklyn,40.69084,-73.92048,Entire home/apt,175,1,2.2,336
183,Brooklyn,40.6829,-73.93549,Private room,71,2,0.22,91
7627,Manhattan,40.77654,-73.94904,Entire home/apt,165,1,3.54,262
14646,Brooklyn,40.67733,-73.98406999999997,Private room,119,1,1.32,363
11701,Brooklyn,40.68416,-73.97912,Private room,64,1,0.19,3
14235,Brooklyn,40.71341,-73.96556,Entire home/apt,165,3,1.63,10
4810,Brooklyn,40.68638,-73.91368,Private room,69,2,2.86,112
26931,Manhattan,40.76427,-73.97618,Private room,375,1,1.0,349
14238,Brooklyn,40.7163,-73.95087,Entire home/apt,100,30,0.2,323
11296,Manhattan,40.78025,-73.94802,Private room,99,2,5.42,145
20390,Brooklyn,40.7075,-73.96576,Entire home/apt,96,3,2.59,58
9039,Manhattan,40.72166,-73.98326999999998,Private room,100,3,0.14,157
432,Brooklyn,40.66944,-73.98083000000003,Entire home/apt,130,3,2.02,273
26654,Queens,40.68782,-73.83348000000002,Private room,53,1,5.37,180
13649,Brooklyn,40.60903,-73.91846,Entire home/apt,250,1,1.7,360
13798,Brooklyn,40.6606,-73.99455,Entire home/apt,94,2,1.15,12
26154,Brooklyn,40.60121,-73.97515,Entire home/apt,200,4,0.37,173
29061,Manhattan,40.83747,-73.94123,Private room,51,1,1.0,84
21001,Queens,40.67367,-73.78157,Entire home/apt,160,1,0.41,359
5949,Queens,40.75548,-73.86632,Private room,75,1,2.21,362
21724,Brooklyn,40.71679,-73.95644,Private room,150,1,1.18,89
1269,Brooklyn,40.71606,-73.95527,Entire home/apt,200,2,0.95,52
24043,Brooklyn,40.69315,-73.94191,Private room,60,1,7.96,301
14798,Brooklyn,40.66269000000001,-73.8825,Private room,75,1,2.8,179
3667,Manhattan,40.72924,-74.00148,Private room,99,2,0.36,268
21716,Manhattan,40.78748,-73.94779,Private room,399,6,2.14,47
15651,Brooklyn,40.72742,-73.95066,Entire home/apt,190,2,0.32,5
2940,Manhattan,40.83333,-73.94181999999998,Private room,53,3,3.29,117
12096,Brooklyn,40.62929000000001,-73.90821,Entire home/apt,115,4,0.36,50
6082,Brooklyn,40.62868,-73.92739,Private room,125,4,0.29,180
26685,Manhattan,40.78599000000001,-73.94256,Private room,45,14,0.0,2
4958,Manhattan,40.73065,-73.98899,Shared room,77,2,1.13,311
16177,Queens,40.73273,-73.89357,Private room,38,3,1.03,163
23586,Brooklyn,40.66938,-73.99164,Private room,95,1,0.93,59
10814,Manhattan,40.80715,-73.93834,Private room,50,1,3.25,350
2674,Brooklyn,40.72569,-73.94017,Entire home/apt,199,30,0.06,127
1816,Brooklyn,40.71317,-73.94851,Entire home/apt,179,3,2.08,282
22275,Manhattan,40.76698,-73.97988000000002,Private room,60,30,0.0,125
8266,Manhattan,40.74688,-73.97813000000002,Entire home/apt,125,2,2.63,34
10539,Brooklyn,40.67748,-73.95101,Entire home/apt,300,2,0.38,9
1907,Brooklyn,40.65335,-73.96257,Entire home/apt,120,3,0.28,327
7337,Brooklyn,40.71319,-73.95669000000002,Entire home/apt,185,2,3.12,105
88,Brooklyn,40.67967,-74.00154,Entire home/apt,175,2,2.09,342
4796,Brooklyn,40.69307,-73.96073,Private room,90,30,0.58,338
6422,Brooklyn,40.65422,-73.93784000000002,Entire home/apt,165,1,5.18,231
20281,Queens,40.73095,-73.86411,Shared room,40,1,2.9,78
23035,Brooklyn,40.71399,-73.93798000000002,Private room,110,3,3.26,98
263,Manhattan,40.73198,-73.98881,Private room,65,3,0.63,5
15904,Bronx,40.83604,-73.93099000000002,Entire home/apt,240,1,1.4,1
9498,Queens,40.72363,-73.80285,Entire home/apt,100,1,5.81,342
3465,Brooklyn,40.68772,-73.95484,Entire home/apt,180,3,1.31,291
17042,Brooklyn,40.71901,-73.94978,Private room,85,30,0.53,337
25526,Manhattan,40.76091,-73.99126,Entire home/apt,299,4,5.45,59
25247,Brooklyn,40.71606,-73.94093000000002,Private room,70,7,0.0,13
10528,Manhattan,40.80255,-73.95434,Private room,75,2,3.89,3
15539,Bronx,40.85407,-73.83264,Entire home/apt,69,3,4.21,21
29621,Brooklyn,40.67268,-73.94895,Entire home/apt,190,2,0.0,128
3791,Brooklyn,40.67599000000001,-73.93995,Private room,77,5,2.14,129
24618,Brooklyn,40.68873,-73.95472,Private room,70,1,4.7,142
4089,Manhattan,40.82863,-73.94358000000003,Entire home/apt,155,1,4.4,238
21116,Brooklyn,40.63616,-73.95594,Private room,120,2,0.0,83
14533,Brooklyn,40.63794,-73.93125,Entire home/apt,60,2,2.34,300
17215,Brooklyn,40.67076,-73.94876,Entire home/apt,183,1,4.36,15
26567,Queens,40.70173,-73.9073,Private room,60,1,4.41,365
7444,Manhattan,40.71894,-73.99293,Entire home/apt,229,2,3.9,283
23820,Bronx,40.81098,-73.91814000000002,Entire home/apt,65,2,3.26,51
23564,Manhattan,40.78085,-73.98664000000002,Private room,130,2,0.0,154
26223,Queens,40.59009,-73.81042,Entire home/apt,126,7,0.0,58
24097,Manhattan,40.74378,-73.97355999999998,Entire home/apt,239,29,0.0,364
14367,Queens,40.76918,-73.8719,Private room,55,1,10.28,352
11624,Manhattan,40.79795,-73.96199,Entire home/apt,175,5,0.08,4
29692,Brooklyn,40.67327,-73.94951,Private room,70,4,0.0,17
11361,Queens,40.76245,-73.87938,Private room,55,1,8.58,361
4909,Brooklyn,40.66124,-73.99449,Entire home/apt,159,30,0.81,51
2322,Manhattan,40.73544,-73.97465,Private room,118,5,0.76,201
26288,Brooklyn,40.70992,-73.94969,Entire home/apt,305,2,6.46,296
23838,Manhattan,40.79973,-73.94566999999998,Entire home/apt,156,3,2.22,51
19807,Queens,40.70279,-73.90601,Private room,45,30,0.48,248
5862,Manhattan,40.71909,-73.99028,Entire home/apt,95,1,2.13,240
23324,Brooklyn,40.68878,-73.94103,Entire home/apt,149,2,4.8,194
7785,Manhattan,40.77713,-73.97758,Entire home/apt,325,1,1.12,223
7192,Staten Island,40.64465,-74.09272,Private room,50,1,3.7,276
25008,Manhattan,40.78909,-73.94955999999998,Entire home/apt,180,1,6.0,87
22652,Manhattan,40.74846,-73.97448,Entire home/apt,241,2,1.3,130
16320,Manhattan,40.73836,-73.99566999999998,Entire home/apt,250,2,1.33,7
13182,Brooklyn,40.64007,-73.98011,Private room,66,2,1.25,170
21211,Manhattan,40.81022,-73.94547,Entire home/apt,132,2,2.32,123
20255,Queens,40.75368,-73.90216,Private room,53,2,3.67,157
21892,Manhattan,40.73169,-73.98931999999998,Entire home/apt,420,30,0.0,157
28018,Brooklyn,40.70552,-73.94223000000002,Private room,52,3,3.0,68
26167,Manhattan,40.75321,-74.00238,Entire home/apt,590,10,0.0,84
24013,Brooklyn,40.69722,-73.97204,Entire home/apt,119,3,0.44,5
6231,Manhattan,40.84874,-73.94202,Private room,99,1,3.75,299
14805,Manhattan,40.71983,-73.9877,Private room,90,2,2.7,67
22506,Manhattan,40.75934,-73.99563,Private room,160,3,4.71,73
21769,Manhattan,40.77409,-73.9519,Private room,95,5,1.63,5
10847,Brooklyn,40.70867,-73.94060999999998,Private room,75,3,1.95,77
29000,Manhattan,40.75249,-73.9689,Entire home/apt,140,3,1.0,5
2542,Manhattan,40.73552,-74.00716,Entire home/apt,239,4,0.82,84
27031,Queens,40.75353,-73.87688,Entire home/apt,86,1,1.0,125
4967,Brooklyn,40.69677,-73.97622,Private room,90,1,0.06,364
5973,Manhattan,40.75849,-73.9907,Entire home/apt,200,2,0.02,161
210,Manhattan,40.74358,-74.00027,Entire home/apt,500,2,0.34,348
4829,Brooklyn,40.70217,-73.93737,Private room,60,4,0.09,25
11141,Brooklyn,40.69343,-73.99611,Entire home/apt,100,4,0.2,4
2392,Manhattan,40.80029,-73.94294000000002,Private room,90,3,0.11,310
19696,Queens,40.74301,-73.89458,Private room,50,30,0.5,269
30064,Queens,40.7348,-73.86906,Entire home/apt,199,2,0.0,157
12535,Manhattan,40.73392,-74.00354,Entire home/apt,150,30,0.17,286
17993,Queens,40.59427,-73.79729,Entire home/apt,140,1,2.96,70
2460,Brooklyn,40.69937,-73.91463,Entire home/apt,135,3,2.45,325
18842,Queens,40.75889,-73.82104,Private room,89,1,3.49,342
3237,Brooklyn,40.71959,-73.95153,Entire home/apt,120,30,1.3,3
17972,Manhattan,40.81581,-73.94142,Entire home/apt,150,3,1.9,261
3986,Manhattan,40.73014000000001,-74.00754,Private room,159,2,3.19,54
4748,Brooklyn,40.66568,-73.9774,Entire home/apt,181,2,4.57,302
7410,Brooklyn,40.68652,-73.93506,Entire home/apt,98,30,0.32,140
22908,Manhattan,40.7077,-74.01555,Entire home/apt,300,1,0.76,363
28352,Manhattan,40.70785,-74.00645,Shared room,150,1,1.0,179
21882,Manhattan,40.76087,-73.99563,Entire home/apt,365,30,0.0,326
25208,Brooklyn,40.70429,-73.94894000000002,Private room,150,1,0.0,89
18122,Brooklyn,40.67995,-73.99665,Entire home/apt,188,2,0.59,19
3626,Manhattan,40.82546,-73.94629,Private room,39,4,0.57,292
3994,Brooklyn,40.71156,-73.95826,Private room,80,2,1.93,4
7955,Manhattan,40.76302,-73.99416,Entire home/apt,100,30,0.19,244
833,Manhattan,40.71986,-73.9869,Entire home/apt,225,4,0.15,195
21860,Manhattan,40.72232,-73.98543000000002,Entire home/apt,312,30,0.0,219
11501,Manhattan,40.80533,-73.95049,Private room,75,1,0.4,280
20544,Manhattan,40.76408,-73.95685999999998,Entire home/apt,250,1,1.41,323
5082,Manhattan,40.76521,-73.98776,Entire home/apt,100,3,1.25,7
1835,Brooklyn,40.68287,-73.87295,Private room,42,3,0.74,355
19356,Brooklyn,40.67765,-73.92345,Entire home/apt,150,2,1.73,11
6415,Brooklyn,40.73258,-73.95581999999997,Entire home/apt,175,2,1.4,38
2509,Manhattan,40.72148,-73.98823,Private room,98,4,1.09,102
13069,Queens,40.7463,-73.91388,Private room,60,3,4.49,90
19004,Manhattan,40.78348,-73.98383000000003,Entire home/apt,148,2,1.74,1
9074,Brooklyn,40.67564,-73.94798,Private room,67,3,0.84,365
5299,Manhattan,40.85322,-73.93563,Entire home/apt,89,2,0.79,346
11398,Brooklyn,40.6778,-73.9135,Private room,65,1,5.0,144
13398,Manhattan,40.82232,-73.93647,Private room,77,3,4.1,200
8520,Manhattan,40.73831,-74.00324,Entire home/apt,199,4,0.11,127
14493,Queens,40.74543,-73.92399,Entire home/apt,100,3,1.78,2
11017,Manhattan,40.80769,-73.95505,Private room,118,1,3.93,224
8734,Brooklyn,40.72012,-73.95675,Entire home/apt,130,28,0.59,80
17032,Brooklyn,40.64333,-73.92526,Entire home/apt,150,2,0.31,106
27390,Manhattan,40.76494,-73.98983,Private room,110,2,3.46,83
1445,Brooklyn,40.65307,-73.95781,Entire home/apt,115,2,0.25,282
24895,Brooklyn,40.71719,-73.94795,Entire home/apt,300,3,0.98,59
9487,Manhattan,40.80576,-73.95832,Private room,85,3,1.46,2
25953,Brooklyn,40.68682,-73.93493000000002,Entire home/apt,130,29,1.0,283
19312,Manhattan,40.84521,-73.9416,Private room,47,1,1.67,90
27769,Manhattan,40.74344,-74.00747,Entire home/apt,499,3,1.5,177
8805,Queens,40.74821,-73.82948,Private room,40,7,0.52,251
26202,Brooklyn,40.67868,-73.97157,Entire home/apt,70,2,0.0,84
15699,Manhattan,40.7196,-73.98133,Entire home/apt,300,3,1.77,182
12063,Brooklyn,40.6737,-73.99891,Private room,77,2,0.77,1
505,Manhattan,40.76166,-73.99675,Entire home/apt,179,30,0.88,292
15667,Queens,40.77354,-73.82370999999998,Private room,60,2,1.54,14
11035,Queens,40.75678,-73.91644000000002,Private room,50,3,1.0,341
8217,Brooklyn,40.7001,-73.94326,Private room,65,4,0.96,80
13881,Manhattan,40.75133,-73.99671,Private room,99,1,3.64,101
15587,Brooklyn,40.68975,-73.93327,Private room,109,3,1.37,360
10315,Manhattan,40.75381,-73.97125,Private room,899,2,0.06,365
15446,Brooklyn,40.66884,-73.95957,Private room,40,1,6.77,8
3364,Brooklyn,40.69576,-73.94082,Entire home/apt,90,2,0.86,179
8418,Brooklyn,40.65335,-73.95663,Private room,50,3,0.05,27
21,Manhattan,40.76715,-73.98533,Entire home/apt,150,10,0.49,75
15548,Bronx,40.84934000000001,-73.83345,Entire home/apt,119,3,1.68,351
5363,Brooklyn,40.72004,-73.95615,Private room,100,3,1.07,345
7020,Brooklyn,40.72917,-73.94354,Entire home/apt,350,3,0.05,74
21969,Brooklyn,40.71434,-73.9398,Private room,90,1,0.0,364
24088,Brooklyn,40.70218,-73.93581999999998,Entire home/apt,125,5,0.24,11
14319,Brooklyn,40.67889,-73.987,Private room,70,1,3.01,29
14780,Queens,40.73867,-73.87144,Entire home/apt,88,4,2.33,39
27779,Brooklyn,40.71398,-73.94605,Entire home/apt,995,2,0.0,272
15081,Brooklyn,40.65145,-73.94553,Entire home/apt,120,2,4.43,346
8680,Brooklyn,40.66525,-73.99524,Entire home/apt,170,2,2.67,65
1453,Manhattan,40.82764,-73.93842,Entire home/apt,165,2,0.3,347
10600,Manhattan,40.71489,-73.99438,Entire home/apt,129,7,0.35,188
19090,Manhattan,40.74705,-73.98268,Entire home/apt,239,29,0.0,328
19486,Manhattan,40.82761,-73.94192,Private room,85,1,0.9,364
1590,Queens,40.7603,-73.91395,Private room,75,4,0.52,10
10190,Brooklyn,40.66011,-73.93202,Private room,33,2,3.69,277
12446,Manhattan,40.71453,-73.98679,Private room,69,5,2.93,316
21966,Brooklyn,40.69972,-73.91874,Private room,47,30,0.59,347
17257,Manhattan,40.76488,-73.98832,Shared room,65,1,3.27,199
21644,Brooklyn,40.69347,-73.92448,Entire home/apt,99,2,1.71,46
4495,Brooklyn,40.71495,-73.93997,Private room,96,3,1.58,289
29254,Queens,40.71797,-73.78478,Private room,50,1,3.0,179
24738,Brooklyn,40.6417,-74.01892,Private room,95,2,0.0,137
15263,Manhattan,40.80253,-73.96315,Private room,30,1,0.33,9
24243,Queens,40.77129,-73.91226,Entire home/apt,175,2,4.03,331
8112,Manhattan,40.77166,-73.95796999999997,Private room,105,14,0.19,29
9142,Manhattan,40.77744000000001,-73.94501,Entire home/apt,230,30,0.0,284
978,Brooklyn,40.67391,-73.94039000000002,Entire home/apt,180,2,2.6,264
16340,Brooklyn,40.69355,-73.91829,Private room,100,7,0.5,365
8570,Brooklyn,40.67735,-73.96581,Entire home/apt,175,7,0.14,16
27987,Manhattan,40.76831,-73.98515,Entire home/apt,199,3,0.0,361
21364,Brooklyn,40.6871,-73.92449,Entire home/apt,125,3,2.58,339
460,Brooklyn,40.58422,-73.94079,Entire home/apt,70,4,1.34,90
18623,Manhattan,40.73508,-73.98477,Entire home/apt,118,3,1.86,10
6961,Brooklyn,40.73343,-73.95638000000002,Private room,49,3,0.1,244
30251,Manhattan,40.76294,-73.99167,Entire home/apt,170,3,0.0,188
14171,Manhattan,40.82167000000001,-73.95006,Entire home/apt,210,5,0.11,88
18512,Brooklyn,40.67786,-73.93254,Entire home/apt,500,1,0.13,53
13567,Brooklyn,40.62365,-73.93171,Entire home/apt,100,3,1.64,89
6497,Manhattan,40.74784,-73.9862,Private room,159,1,0.0,365
18317,Brooklyn,40.70521,-73.93554,Private room,67,2,2.88,359
17443,Manhattan,40.75554,-73.99701999999998,Private room,54,7,0.58,359
2498,Queens,40.70039000000001,-73.75233,Entire home/apt,325,3,1.37,359
11625,Brooklyn,40.68476,-73.92399,Private room,60,30,0.36,189
24981,Brooklyn,40.68394,-73.94001999999998,Entire home/apt,175,4,1.64,196
8976,Manhattan,40.76469,-73.99394000000002,Entire home/apt,107,30,0.24,332
26327,Manhattan,40.70776,-74.01239,Entire home/apt,470,2,1.55,237
16169,Manhattan,40.72574,-73.98272,Entire home/apt,600,5,4.49,6
28598,Manhattan,40.76288,-73.9915,Entire home/apt,223,3,3.0,25
30395,Manhattan,40.7448,-74.00761,Entire home/apt,299,3,0.0,220
6977,Brooklyn,40.6735,-73.97644,Private room,85,1,3.23,230
15146,Bronx,40.823,-73.90859,Entire home/apt,60,1,5.61,365
12744,Queens,40.58891,-73.81578,Private room,110,1,1.4,358
20680,Manhattan,40.81223,-73.95284000000002,Entire home/apt,298,1,2.0,300
14290,Brooklyn,40.65021,-73.96293,Private room,65,2,0.66,310
23696,Queens,40.72819000000001,-73.86032,Entire home/apt,90,1,1.84,64
592,Manhattan,40.79111,-73.94466,Private room,99,3,0.96,127
347,Brooklyn,40.72473,-73.95199000000002,Entire home/apt,165,2,1.79,139
20906,Manhattan,40.73798,-73.99253,Entire home/apt,200,3,1.35,263
22850,Queens,40.75606,-73.93234,Entire home/apt,93,1,2.45,181
14340,Manhattan,40.78617,-73.97663,Shared room,60,1,3.31,81
19638,Queens,40.68588,-73.76315,Private room,120,2,3.21,57
16825,Manhattan,40.72691,-73.9813,Entire home/apt,136,2,0.42,39
23358,Brooklyn,40.68425,-73.92443,Entire home/apt,136,2,3.46,74
16238,Brooklyn,40.68149,-73.93449,Entire home/apt,155,2,1.28,53
10907,Brooklyn,40.68687,-73.99471,Entire home/apt,190,2,0.53,162
26405,Brooklyn,40.6918,-73.94308000000002,Private room,45,2,0.0,3
27566,Brooklyn,40.64521,-73.94452,Entire home/apt,220,5,0.0,75
25341,Manhattan,40.78232,-73.97575,Entire home/apt,140,30,0.42,74
27007,Manhattan,40.74484,-73.99688,Entire home/apt,275,2,1.76,15
6209,Manhattan,40.85289,-73.93508,Private room,64,1,0.36,249
3544,Queens,40.77376,-73.91855,Private room,50,1,3.48,311
13202,Manhattan,40.74075,-73.98161999999998,Private room,110,14,0.0,283
9414,Brooklyn,40.69532,-73.94407,Entire home/apt,145,2,3.83,178
3374,Brooklyn,40.65554,-73.96046,Private room,80,2,2.07,227
19713,Manhattan,40.77902,-73.98709000000002,Entire home/apt,135,10,1.38,7
5745,Brooklyn,40.69461,-73.93406,Private room,86,3,1.99,20
24956,Brooklyn,40.71198,-73.94191,Entire home/apt,285,3,3.0,16
11265,Brooklyn,40.64458,-73.90285,Entire home/apt,59,2,3.5,240
22251,Brooklyn,40.71716,-73.95183,Entire home/apt,200,2,0.16,219
12430,Brooklyn,40.70928,-73.94882,Private room,46,4,0.41,7
22031,Brooklyn,40.6821,-73.90694,Entire home/apt,125,2,0.37,347
2065,Manhattan,40.82124,-73.94973,Entire home/apt,100,2,3.85,270
15440,Queens,40.76936,-73.83035,Private room,98,1,1.48,215
19027,Brooklyn,40.68783,-73.98695,Entire home/apt,295,2,2.99,25
16864,Manhattan,40.74903,-73.99198,Entire home/apt,795,3,2.56,16
2262,Manhattan,40.72714000000001,-73.98397,Entire home/apt,179,4,1.83,17
9088,Brooklyn,40.73101,-73.95248000000002,Entire home/apt,250,3,2.23,98
411,Manhattan,40.74112,-73.97686,Entire home/apt,189,6,0.95,303
524,Brooklyn,40.6893,-73.96602,Private room,279,1,1.28,362
1586,Brooklyn,40.69248,-73.96983,Entire home/apt,275,4,1.07,310
18618,Queens,40.70378,-73.90581999999998,Private room,45,30,0.14,163
16753,Manhattan,40.7385,-73.97945,Entire home/apt,200,2,3.1,284
18668,Manhattan,40.76841,-73.95402,Entire home/apt,180,2,2.04,2
22965,Manhattan,40.77096,-73.95512,Shared room,30,1,3.67,13
1092,Manhattan,40.73354000000001,-73.98593000000002,Entire home/apt,127,3,2.3,264
29799,Manhattan,40.70328,-74.01099,Entire home/apt,180,2,2.0,295
25722,Manhattan,40.75823,-73.99065999999998,Entire home/apt,300,3,3.33,54
9067,Brooklyn,40.68128,-73.90545999999998,Private room,90,2,0.73,84
11830,Manhattan,40.84745,-73.94116,Private room,100,2,3.84,213
27123,Queens,40.59269000000001,-73.79635,Entire home/apt,95,2,3.46,348
17741,Brooklyn,40.66747,-73.97473000000002,Private room,75,5,0.08,189
3598,Manhattan,40.76904,-73.98494000000002,Entire home/apt,113,30,0.13,258
11367,Brooklyn,40.6781,-73.90822,Entire home/apt,100,2,3.12,235
15894,Brooklyn,40.68086,-73.9926,Private room,74,1,1.31,162
5124,Brooklyn,40.64548,-73.8949,Private room,37,5,1.43,322
28127,Brooklyn,40.65551,-73.93942,Private room,79,3,0.0,365
29830,Brooklyn,40.68996,-73.92669000000002,Private room,55,3,0.0,84
26588,Manhattan,40.70965,-74.01388,Entire home/apt,168,4,0.0,29
29566,Queens,40.76598,-73.9162,Private room,60,30,0.0,43
19144,Brooklyn,40.71113,-73.96181,Entire home/apt,180,3,0.11,9
15467,Queens,40.7682,-73.92851999999998,Shared room,32,2,1.64,16
15359,Manhattan,40.7394,-73.99964,Private room,150,3,0.07,364
25999,Bronx,40.81338,-73.85821,Entire home/apt,75,2,5.0,86
7795,Manhattan,40.78784,-73.94998000000002,Entire home/apt,149,5,2.23,326
18218,Brooklyn,40.68055,-73.96425,Entire home/apt,200,30,0.43,4
19975,Brooklyn,40.71242,-73.95919,Private room,70,4,0.21,156
6171,Manhattan,40.80255,-73.95347,Private room,100,1,2.52,365
12199,Staten Island,40.61357,-74.13566,Entire home/apt,103,3,0.09,189
9233,Brooklyn,40.69981,-73.94111,Private room,29,1,1.78,18
22679,Brooklyn,40.68358,-73.91775,Entire home/apt,50,3,1.69,26
3021,Brooklyn,40.65841,-73.99664,Entire home/apt,135,2,2.19,296
1787,Brooklyn,40.64513,-73.94944,Private room,89,2,0.0,365
8505,Queens,40.77293,-73.91846,Private room,100,3,0.92,161
9760,Brooklyn,40.68203,-73.92676,Private room,75,3,0.54,311
6918,Brooklyn,40.71821,-73.94116,Private room,115,2,0.0,121
20521,Brooklyn,40.67115,-73.94932,Entire home/apt,110,2,0.0,107
11333,Brooklyn,40.69391,-73.92469,Private room,57,5,0.84,337
25677,Manhattan,40.70653,-74.01088,Entire home/apt,398,2,0.0,279
28359,Manhattan,40.72896,-73.99201,Entire home/apt,199,2,3.0,36
