,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
18409,Brooklyn,40.71354,-73.95095,Private room,90,2,28,0.82,1,0
8227,Manhattan,40.81412,-73.95185,Entire home/apt,140,2,2,0.04,1,0
4609,Brooklyn,40.68331,-73.96568,Entire home/apt,115,7,6,0.1,1,0
30667,Queens,40.75569,-73.92175,Entire home/apt,325,2,2,2.0,2,365
6539,Manhattan,40.82784,-73.93704,Entire home/apt,100,3,111,3.15,1,9
10691,Brooklyn,40.719229999999996,-73.95204,Private room,98,1,31,0.67,1,343
5141,Manhattan,40.7284,-73.99812,Entire home/apt,199,8,48,1.06,1,37
35924,Queens,40.76214,-73.92148,Entire home/apt,150,6,1,0.32,1,0
10055,Manhattan,40.77148,-73.98226,Private room,182,1,221,4.65,2,327
27438,Queens,40.75184,-73.88722,Private room,60,1,46,2.29,1,30
31894,Queens,40.699909999999996,-73.88951999999999,Private room,50,7,17,1.27,1,66
182,Manhattan,40.80549,-73.95924000000001,Private room,99,4,122,1.18,2,233
11384,Brooklyn,40.69639,-73.91008000000001,Private room,56,5,76,1.74,2,68
37207,Manhattan,40.714909999999996,-73.99878000000001,Entire home/apt,200,2,1,0.12,1,5
16048,Manhattan,40.71772,-73.98881999999999,Entire home/apt,329,3,104,2.79,1,205
41433,Manhattan,40.70644,-74.01188,Entire home/apt,250,2,10,2.59,327,292
19575,Queens,40.7184,-73.86015,Entire home/apt,95,2,7,0.23,1,345
27109,Manhattan,40.77183,-73.95534,Entire home/apt,233,6,15,0.72,2,154
3815,Queens,40.72988,-73.85773,Entire home/apt,88,3,33,0.77,5,262
4219,Brooklyn,40.71614,-73.96134,Private room,80,2,349,5.54,1,13
41078,Manhattan,40.76295,-73.98866,Private room,70,1,30,6.08,2,193
21118,Manhattan,40.714890000000004,-73.99459,Entire home/apt,200,2,45,1.64,1,159
23264,Brooklyn,40.67522,-73.94677,Entire home/apt,79,4,2,0.08,1,0
16950,Brooklyn,40.69285,-73.92849,Private room,50,1,42,2.1,3,102
3588,Brooklyn,40.714729999999996,-73.96495,Private room,145,1,52,0.82,1,291
1833,Manhattan,40.76883,-73.95353,Entire home/apt,150,6,23,0.31,1,0
2258,Brooklyn,40.67685,-74.00581,Entire home/apt,125,3,162,2.15,1,300
24233,Manhattan,40.74008,-73.97936,Entire home/apt,110,3,58,2.49,1,26
28228,Brooklyn,40.691309999999994,-73.93387,Private room,60,1,9,0.46,2,0
12294,Manhattan,40.75182,-73.99779000000001,Entire home/apt,150,5,1,0.02,1,0
548,Brooklyn,40.68812,-73.94934,Private room,67,4,72,0.76,3,0
47107,Queens,40.672990000000006,-73.845,Entire home/apt,167,5,1,1.0,1,94
13971,Manhattan,40.755,-73.96562,Private room,325,3,9,0.23,1,88
7089,Manhattan,40.72695,-73.98675,Entire home/apt,120,10,7,0.13,1,0
38116,Queens,40.74217,-73.90218,Entire home/apt,136,2,17,2.25,1,348
1885,Manhattan,40.7225,-73.98267,Entire home/apt,130,5,4,0.05,1,0
3781,Manhattan,40.73357,-73.99767,Private room,175,3,1,0.07,1,0
4306,Manhattan,40.850840000000005,-73.94125,Private room,72,2,65,1.05,1,311
1761,Manhattan,40.75351,-73.99762,Entire home/apt,225,7,3,0.06,1,250
29033,Manhattan,40.77604,-73.95100000000001,Entire home/apt,200,2,8,0.5,2,3
34213,Brooklyn,40.690329999999996,-73.98994,Entire home/apt,130,3,6,0.51,1,194
43513,Manhattan,40.76473,-73.99003,Shared room,69,1,8,2.7,9,347
9928,Brooklyn,40.65551,-73.94206,Entire home/apt,199,2,6,0.16,1,130
25535,Brooklyn,40.72767,-73.95084,Private room,80,5,19,1.26,1,0
22727,Brooklyn,40.65044,-73.97296,Private room,60,2,3,0.12,1,0
35738,Manhattan,40.72124,-73.99425,Private room,68,1,28,2.84,3,21
31859,Queens,40.67228,-73.77804,Private room,70,1,81,5.73,6,85
9209,Manhattan,40.777029999999996,-73.94773,Entire home/apt,159,4,8,0.17,1,0
13949,Manhattan,40.825,-73.95226,Private room,70,2,84,2.23,2,311
3073,Brooklyn,40.68909,-73.9173,Entire home/apt,125,2,240,3.53,2,242
23645,Brooklyn,40.61462,-73.92108,Private room,89,1,68,2.68,1,333
21010,Brooklyn,40.68403,-73.93088,Entire home/apt,169,2,54,1.92,3,259
35187,Queens,40.71711,-73.75608000000001,Private room,55,2,7,0.76,2,155
10596,Brooklyn,40.70939,-73.95155,Private room,77,4,1,0.02,1,0
8228,Manhattan,40.770720000000004,-73.95424,Private room,50,30,14,0.28,3,310
26744,Brooklyn,40.61193,-73.96259,Private room,65,3,3,0.16,1,364
17631,Manhattan,40.72309,-73.98428,Private room,74,1,2,0.05,2,188
35853,Queens,40.7359,-73.9187,Entire home/apt,260,1,15,1.71,8,267
614,Brooklyn,40.68309,-73.94219,Entire home/apt,110,3,305,3.24,1,231
10808,Brooklyn,40.682109999999994,-73.9236,Entire home/apt,135,2,129,3.32,1,242
33860,Manhattan,40.81747,-73.95249,Private room,52,3,10,0.85,1,0
39417,Brooklyn,40.663579999999996,-73.98997,Entire home/apt,145,4,1,1.0,1,12
18628,Manhattan,40.86763,-73.91792,Private room,60,3,83,2.39,1,300
19544,Brooklyn,40.634609999999995,-74.02450999999999,Entire home/apt,126,1,188,5.81,1,295
12719,Manhattan,40.80857,-73.942,Private room,89,1,19,0.44,3,0
354,Brooklyn,40.684129999999996,-73.96542,Private room,165,4,11,0.11,3,365
1081,Manhattan,40.86717,-73.9194,Entire home/apt,99,20,11,0.18,1,249
31878,Brooklyn,40.68923,-73.92681999999999,Private room,50,30,4,0.37,2,21
7233,Brooklyn,40.67411,-73.93843000000001,Private room,68,5,115,2.2,5,149
2473,Manhattan,40.82427,-73.94428,Private room,58,5,66,0.91,1,242
6218,Manhattan,40.783159999999995,-73.97269,Entire home/apt,120,3,33,0.62,1,0
7561,Brooklyn,40.68699,-73.96049000000001,Entire home/apt,188,3,146,2.93,2,135
7423,Manhattan,40.73174,-74.00309,Entire home/apt,145,3,13,0.25,1,0
30354,Brooklyn,40.718759999999996,-73.94440999999999,Private room,52,2,4,0.24,1,0
45431,Brooklyn,40.655559999999994,-73.95674,Entire home/apt,120,2,6,4.09,1,152
47668,Brooklyn,40.676120000000004,-73.93722,Entire home/apt,300,2,1,1.0,1,58
24128,Queens,40.739000000000004,-73.87609,Entire home/apt,120,2,82,3.31,6,230
20986,Brooklyn,40.70476,-73.92195,Private room,56,1,69,2.35,3,87
11515,Brooklyn,40.72569,-73.95515,Private room,56,2,1,0.02,1,0
13951,Manhattan,40.71448,-73.99157,Private room,110,1,1,0.03,1,0
13714,Brooklyn,40.68574,-73.93021999999999,Private room,51,5,13,0.33,1,89
23763,Manhattan,40.803020000000004,-73.95605,Private room,100,6,98,4.07,1,28
2211,Manhattan,40.770540000000004,-73.95496999999999,Entire home/apt,100,3,226,2.97,1,221
4988,Brooklyn,40.68258,-73.90472,Entire home/apt,122,1,157,2.64,1,235
59,Manhattan,40.7221,-73.99775,Entire home/apt,180,30,21,0.3,1,154
36587,Manhattan,40.72614,-74.00076,Private room,115,1,31,3.39,1,1
19734,Brooklyn,40.67844,-74.00028,Entire home/apt,90,7,1,0.07,3,50
139,Brooklyn,40.6863,-73.96765,Private room,135,4,84,0.77,3,365
8090,Brooklyn,40.665859999999995,-73.97948000000001,Entire home/apt,100,1,183,5.17,1,1
27041,Manhattan,40.827940000000005,-73.94163,Private room,50,4,3,0.14,3,0
16430,Brooklyn,40.6421,-73.96166,Entire home/apt,80,29,5,0.14,1,68
31313,Manhattan,40.726259999999996,-73.98784,Entire home/apt,310,2,78,5.49,1,169
19585,Brooklyn,40.681340000000006,-73.92226,Entire home/apt,120,3,117,3.6,1,232
10265,Manhattan,40.7357,-73.98087,Private room,87,3,3,0.06,1,0
32760,Manhattan,40.75554,-73.99701999999999,Private room,54,7,6,0.58,47,359
1901,Manhattan,40.718920000000004,-73.98626999999999,Entire home/apt,175,3,50,0.63,1,1
3744,Manhattan,40.76886,-73.95877,Entire home/apt,130,30,3,0.39,1,156
16953,Brooklyn,40.6612,-73.98568,Entire home/apt,70,70,3,0.08,1,0
28003,Manhattan,40.7548,-73.9965,Entire home/apt,170,3,26,1.4,1,1
26908,Manhattan,40.78456,-73.97933,Entire home/apt,150,4,2,0.1,2,0
38621,Queens,40.74958,-73.90011,Private room,42,30,1,0.79,103,235
21527,Queens,40.772,-73.91848,Entire home/apt,60,4,3,0.1,1,0
39557,Manhattan,40.767070000000004,-73.98591,Private room,131,2,2,0.32,1,0
24385,Manhattan,40.81974,-73.94457,Private room,120,4,31,1.31,2,188
37713,Manhattan,40.73687,-73.98668,Entire home/apt,165,7,9,1.27,1,0
3175,Manhattan,40.74793,-74.00690999999999,Private room,84,2,143,2.13,1,311
20081,Manhattan,40.77129,-73.9501,Entire home/apt,120,1,9,0.28,1,0
37819,Brooklyn,40.70469,-73.93878000000001,Private room,135,1,14,1.98,1,355
17349,Brooklyn,40.676109999999994,-73.94106,Entire home/apt,300,3,83,2.43,2,218
26428,Brooklyn,40.68343,-73.99821,Entire home/apt,116,7,1,0.05,1,0
30274,Manhattan,40.84442,-73.94039000000001,Private room,115,6,2,0.22,3,90
6008,Manhattan,40.760490000000004,-73.99569,Private room,89,4,56,0.98,2,301
4653,Brooklyn,40.6812,-74.00116,Entire home/apt,160,3,2,0.03,1,0
38631,Manhattan,40.78687,-73.97189,Entire home/apt,175,2,17,2.64,1,27
14917,Queens,40.743559999999995,-73.91685,Entire home/apt,95,30,3,0.09,2,357
16968,Manhattan,40.77081,-73.95215999999999,Private room,90,1,65,1.76,1,338
3547,Brooklyn,40.64759,-73.96173,Entire home/apt,50,10,4,0.06,1,0
28179,Bronx,40.80024,-73.91422,Private room,49,3,59,3.08,1,0
15400,Brooklyn,40.718109999999996,-73.95793,Private room,75,3,3,0.09,1,0
14533,Manhattan,40.7437,-73.99476,Entire home/apt,200,30,7,0.49,39,311
74,Brooklyn,40.68346,-73.96374,Private room,105,2,105,0.92,1,304
3276,Manhattan,40.74423,-73.97614,Entire home/apt,195,4,30,0.45,1,4
40700,Manhattan,40.8013,-73.95474,Entire home/apt,87,3,2,0.95,3,49
34823,Brooklyn,40.69178,-73.9486,Private room,42,2,34,3.29,1,9
29978,Manhattan,40.73718,-73.99851,Entire home/apt,100,1,1,0.06,1,0
28667,Brooklyn,40.71463,-73.9583,Entire home/apt,120,6,3,0.25,1,1
3316,Queens,40.77906,-73.91265,Entire home/apt,135,3,38,0.62,1,243
32516,Brooklyn,40.683440000000004,-73.92373,Private room,230,3,19,1.66,1,90
6335,Brooklyn,40.73108,-73.95416,Entire home/apt,85,4,4,0.07,1,0
27562,Manhattan,40.718379999999996,-74.00495,Entire home/apt,320,3,1,0.09,1,93
30956,Brooklyn,40.68235,-73.96384,Entire home/apt,225,2,1,0.07,1,0
290,Manhattan,40.79603,-73.94903000000001,Entire home/apt,124,28,22,0.26,1,103
21730,Manhattan,40.723859999999995,-73.98105,Private room,72,1,134,4.69,2,251
191,Manhattan,40.71882,-73.98852,Entire home/apt,299,2,109,1.04,1,207
31326,Manhattan,40.76169,-73.98839,Private room,120,3,16,1.11,3,89
15660,Brooklyn,40.73081,-73.95551,Entire home/apt,195,2,34,0.97,1,0
31113,Manhattan,40.76726,-73.96333,Entire home/apt,165,2,42,2.81,1,81
21273,Manhattan,40.80766,-73.96594,Private room,60,30,7,0.27,2,246
9405,Manhattan,40.7972,-73.96921999999999,Private room,65,3,95,1.97,1,0
17936,Brooklyn,40.70582,-73.93696,Entire home/apt,199,2,68,1.96,2,20
31793,Manhattan,40.77882,-73.95054,Entire home/apt,86,27,2,0.19,1,154
4281,Queens,40.77297,-73.91604,Entire home/apt,160,2,175,2.78,1,269
2867,Manhattan,40.71915,-73.99309000000001,Entire home/apt,150,3,19,0.27,1,9
10651,Queens,40.74715,-73.91104,Private room,75,7,1,0.04,1,364
12664,Manhattan,40.72145,-74.00231,Private room,200,1,16,0.83,2,365
1371,Brooklyn,40.6686,-73.98342,Private room,65,3,31,0.5,1,22
35881,Queens,40.75249,-73.90041,Private room,45,1,53,5.39,1,45
46921,Brooklyn,40.713359999999994,-73.95914,Entire home/apt,259,2,4,4.0,1,345
20061,Manhattan,40.86757,-73.92699,Entire home/apt,89,14,14,0.57,1,4
38164,Manhattan,40.75693,-73.96583000000001,Entire home/apt,206,30,3,0.41,1,161
44836,Queens,40.75358,-73.93703000000001,Private room,79,1,15,7.14,10,350
10403,Queens,40.71111,-73.91689000000001,Private room,52,10,8,0.17,1,36
32153,Brooklyn,40.73675,-73.95443,Entire home/apt,150,5,6,0.49,1,0
1956,Manhattan,40.72034,-73.98585,Private room,90,15,25,0.46,1,35
20211,Manhattan,40.77257,-73.94615999999999,Private room,48,30,7,0.26,10,342
2370,Brooklyn,40.68683,-73.92922,Entire home/apt,79,2,198,2.66,1,250
7944,Brooklyn,40.690690000000004,-73.96043,Private room,68,3,2,0.11,1,0
31794,Manhattan,40.78277,-73.97604,Entire home/apt,150,4,12,1.55,1,0
16421,Queens,40.76832,-73.9346,Entire home/apt,99,3,94,2.52,1,1
40354,Manhattan,40.7297,-73.97959,Private room,99,2,1,0.19,1,0
23122,Brooklyn,40.67615,-73.94752,Private room,41,3,1,0.04,1,0
4911,Manhattan,40.86176,-73.93082,Private room,80,2,50,0.83,1,6
29317,Brooklyn,40.644490000000005,-73.97843,Private room,45,5,2,0.17,1,0
40999,Queens,40.754129999999996,-73.90204,Entire home/apt,250,2,12,2.81,1,137
25475,Manhattan,40.81629,-73.94131,Entire home/apt,71,2,24,1.45,1,55
7760,Manhattan,40.76813,-73.95354,Entire home/apt,144,7,17,0.35,3,0
41702,Brooklyn,40.639790000000005,-73.89647,Entire home/apt,200,3,3,1.13,1,357
34006,Manhattan,40.750029999999995,-73.99589,Entire home/apt,250,14,1,0.09,1,88
20240,Brooklyn,40.640240000000006,-74.01573,Private room,54,1,18,0.61,8,241
10887,Queens,40.75819,-73.87504,Private room,50,1,209,4.53,2,1
29450,Brooklyn,40.706990000000005,-73.94604,Private room,80,1,62,4.83,2,58
47630,Manhattan,40.748940000000005,-73.98788,Entire home/apt,99,1,2,2.0,1,264
23503,Brooklyn,40.6948,-73.92093,Private room,49,2,55,2.15,1,332
5576,Brooklyn,40.72527,-73.95016,Entire home/apt,174,2,31,0.54,2,12
8634,Manhattan,40.84239,-73.93574,Entire home/apt,139,4,3,0.07,1,0
4573,Brooklyn,40.70667,-73.94921,Private room,99,3,22,0.36,2,11
30469,Brooklyn,40.676559999999995,-74.01656,Entire home/apt,140,2,59,3.68,1,77
2186,Brooklyn,40.69017,-73.95493,Private room,50,28,1,0.03,2,343
39447,Brooklyn,40.68373,-73.95161,Private room,49,2,13,2.22,7,294
1391,Brooklyn,40.680659999999996,-73.96644,Entire home/apt,200,4,11,0.13,1,0
17475,Manhattan,40.76277,-73.99424,Private room,70,1,220,6.0,6,180
18130,Brooklyn,40.70698,-73.96193000000001,Entire home/apt,180,4,43,1.22,1,82
41056,Manhattan,40.82656,-73.94648000000001,Entire home/apt,225,1,13,3.22,1,83
8439,Manhattan,40.74026,-73.99746,Entire home/apt,150,2,150,2.99,1,2
19301,Brooklyn,40.699090000000005,-73.92279,Private room,75,3,2,0.06,1,0
39941,Queens,40.77776,-73.91455,Entire home/apt,200,3,1,0.5,2,11
47142,Manhattan,40.8462,-73.93498000000001,Private room,80,3,1,1.0,1,112
9962,Brooklyn,40.6089,-73.97865999999999,Private room,43,2,22,0.54,2,0
6970,Brooklyn,40.70971,-73.96561,Entire home/apt,240,14,20,0.43,1,238
7970,Manhattan,40.74089,-74.00180999999999,Entire home/apt,250,2,28,0.56,1,328
5447,Manhattan,40.79508,-73.93256,Entire home/apt,195,3,25,0.43,3,0
20058,Manhattan,40.80761,-73.95416,Entire home/apt,160,1,41,1.56,1,273
32223,Brooklyn,40.636520000000004,-73.89856,Private room,49,2,8,0.62,3,342
41288,Brooklyn,40.71695,-73.93847,Entire home/apt,110,1,7,2.56,2,1
5906,Manhattan,40.76502,-73.98931999999999,Entire home/apt,125,1,186,3.28,1,193
41568,Manhattan,40.72214,-73.99675,Private room,75,3,9,2.73,1,67
19645,Brooklyn,40.657759999999996,-73.96174,Private room,65,20,3,0.39,1,35
10868,Brooklyn,40.634209999999996,-74.0263,Private room,85,2,36,0.94,1,281
27042,Manhattan,40.71954,-73.98914,Entire home/apt,250,7,7,0.37,1,0
18851,Brooklyn,40.68381,-73.91776,Entire home/apt,86,4,55,1.62,1,17
33297,Brooklyn,40.63743,-73.97229,Private room,67,1,10,0.83,2,365
22264,Queens,40.7711,-73.92579,Private room,70,7,11,0.42,1,65
40771,Brooklyn,40.71447,-73.95108,Entire home/apt,140,2,30,5.56,1,135
7180,Brooklyn,40.663090000000004,-73.98496999999999,Entire home/apt,180,30,84,1.7,1,204
14992,Manhattan,40.72548,-73.9857,Entire home/apt,133,2,72,1.82,1,0
25814,Manhattan,40.72945,-73.98203000000001,Private room,75,1,3,0.21,2,0
36499,Brooklyn,40.68035,-73.99611,Private room,69,5,4,0.45,1,0
13546,Manhattan,40.7664,-73.95854,Entire home/apt,275,2,9,0.24,1,0
2252,Manhattan,40.720859999999995,-73.99999,Private room,100,3,64,0.87,2,355
18778,Brooklyn,40.71906,-73.94394,Entire home/apt,80,30,10,0.32,8,97
30104,Brooklyn,40.68651,-73.96604,Entire home/apt,200,5,1,1.0,1,0
40471,Brooklyn,40.68522,-73.873,Private room,125,3,2,0.42,3,180
26224,Manhattan,40.76078,-73.99683,Private room,79,5,1,0.05,2,0
28367,Manhattan,40.805890000000005,-73.9414,Entire home/apt,200,4,6,0.33,1,0
21390,Brooklyn,40.737140000000004,-73.95333000000001,Private room,55,2,62,2.11,3,0
39915,Manhattan,40.72173,-73.9918,Private room,125,1,4,0.79,2,165
10773,Brooklyn,40.71078,-73.94060999999999,Private room,80,5,5,0.11,2,0
34804,Manhattan,40.798359999999995,-73.94272,Private room,49,5,14,1.37,6,12
22808,Brooklyn,40.67238,-73.91488000000001,Private room,49,2,39,1.53,2,84
20180,Brooklyn,40.69107,-73.99378,Entire home/apt,200,4,71,2.3,1,230
45154,Queens,40.70732,-73.90896,Private room,48,1,20,10.17,2,258
35037,Brooklyn,40.70755,-73.94377,Private room,65,2,22,2.25,3,173
28300,Brooklyn,40.7249,-73.94105,Private room,75,7,3,0.16,1,0
9682,Queens,40.76735,-73.81801,Private room,75,1,28,0.6,1,363
35195,Brooklyn,40.67009,-73.98491999999999,Entire home/apt,123,13,23,2.35,1,0
29141,Brooklyn,40.685759999999995,-73.91719,Entire home/apt,95,1,35,2.04,1,28
26760,Brooklyn,40.670590000000004,-73.98621,Entire home/apt,150,2,2,0.1,2,0
29449,Brooklyn,40.70635,-73.93658,Private room,60,2,1,0.06,1,0
16690,Brooklyn,40.710609999999996,-73.94289,Private room,75,2,7,0.22,1,0
44057,Manhattan,40.823609999999995,-73.94599000000001,Private room,59,25,3,1.17,1,24
37951,Brooklyn,40.70245,-73.93603,Private room,75,1,4,0.53,1,35
30209,Manhattan,40.77839,-73.97613,Private room,165,4,53,3.24,1,0
11125,Brooklyn,40.66301,-73.95487,Entire home/apt,89,2,58,1.5,1,279
31370,Brooklyn,40.68073,-73.92804,Entire home/apt,110,1,2,0.19,1,0
26888,Queens,40.70706,-73.90006,Private room,50,1,90,4.31,2,178
15061,Manhattan,40.73273,-73.98666999999999,Private room,125,1,36,1.4,1,81
958,Manhattan,40.78161,-73.97898,Entire home/apt,145,3,22,0.25,1,0
23026,Manhattan,40.8042,-73.95669000000001,Private room,75,2,41,1.57,2,1
19280,Manhattan,40.741009999999996,-74.00496,Entire home/apt,300,2,7,0.21,1,0
29638,Manhattan,40.739509999999996,-73.99979,Entire home/apt,115,1,4,0.24,1,0
14000,Brooklyn,40.65412,-73.97706,Entire home/apt,89,1,1,0.02,1,0
4660,Brooklyn,40.67751,-73.98143,Entire home/apt,100,2,52,1.08,2,30
14507,Brooklyn,40.67283,-73.95551,Private room,55,1,21,0.53,2,0
23065,Manhattan,40.74452,-73.98163000000001,Entire home/apt,195,3,14,0.58,1,0
34933,Queens,40.749970000000005,-73.87850999999999,Entire home/apt,185,3,25,3.21,1,55
2242,Manhattan,40.7744,-73.95578,Entire home/apt,199,1,116,1.54,1,300
22488,Brooklyn,40.676320000000004,-73.97328,Entire home/apt,115,3,4,0.23,1,0
19815,Manhattan,40.77097,-73.94861999999999,Private room,60,1,27,0.88,2,0
1005,Brooklyn,40.68979,-73.91660999999999,Private room,75,3,112,1.28,8,330
2884,Manhattan,40.8117,-73.9555,Entire home/apt,125,2,21,0.3,1,363
12397,Brooklyn,40.665279999999996,-73.93293,Private room,45,2,1,0.02,1,0
22081,Brooklyn,40.71869,-73.95158,Entire home/apt,100,2,1,0.04,1,0
43278,Brooklyn,40.69446,-73.9543,Entire home/apt,250,1,4,1.85,1,10
7399,Queens,40.747609999999995,-73.89466,Entire home/apt,85,4,6,0.11,1,0
15521,Manhattan,40.7133,-73.9956,Private room,70,3,1,0.03,1,0
8738,Brooklyn,40.68881,-73.97391,Private room,55,1,1,0.02,1,0
320,Brooklyn,40.66552,-73.99019,Entire home/apt,169,2,398,3.97,3,182
21825,Brooklyn,40.67987,-73.93235,Private room,55,2,21,0.76,1,19
34063,Brooklyn,40.682140000000004,-73.96536,Entire home/apt,119,6,2,0.18,1,0
22215,Queens,40.734429999999996,-73.89635,Private room,65,1,7,0.99,1,309
46401,Queens,40.76383,-73.9297,Entire home/apt,275,1,3,3.0,1,339
22316,Queens,40.75607,-73.83202,Private room,78,2,41,1.53,2,82
7311,Brooklyn,40.69105,-73.97355999999999,Entire home/apt,125,2,73,1.39,1,20
22191,Manhattan,40.79274,-73.94286,Private room,65,1,81,2.93,1,0
26649,Brooklyn,40.68628,-73.96706999999999,Private room,55,5,2,0.11,1,0
21638,Manhattan,40.72117,-73.98215,Entire home/apt,160,3,31,1.08,1,136
39611,Manhattan,40.7579,-73.95255999999999,Entire home/apt,185,2,23,3.37,1,295
34128,Manhattan,40.72848,-74.00116,Private room,200,1,5,0.47,1,0
20408,Brooklyn,40.677479999999996,-73.95101,Entire home/apt,300,2,11,0.38,1,9
38526,Manhattan,40.84556,-73.94025,Entire home/apt,150,6,1,0.16,1,258
31323,Queens,40.75354,-73.95113,Entire home/apt,200,3,36,2.43,1,308
19046,Manhattan,40.76095,-73.96143000000001,Entire home/apt,110,30,10,0.34,34,277
32618,Bronx,40.82936,-73.90867,Entire home/apt,150,1,26,3.15,1,175
34164,Manhattan,40.73894,-74.00108,Entire home/apt,250,2,15,1.33,1,0
2140,Manhattan,40.806259999999995,-73.94009,Entire home/apt,165,3,281,3.68,2,177
15832,Manhattan,40.71114,-73.99874,Private room,99,2,3,0.08,1,0
36165,Queens,40.75975,-73.91991999999999,Entire home/apt,50,2,4,0.46,1,20
42923,Manhattan,40.79755,-73.94413,Entire home/apt,250,1,1,0.43,1,0
20628,Manhattan,40.73415,-74.00721,Entire home/apt,190,1,86,2.76,1,236
31931,Brooklyn,40.67442,-73.94096,Entire home/apt,295,4,7,0.56,2,343
34184,Manhattan,40.77093,-73.95485,Entire home/apt,86,3,12,1.08,1,0
30047,Brooklyn,40.66322,-73.95142,Private room,50,2,58,3.44,1,52
33451,Brooklyn,40.688159999999996,-73.87193,Entire home/apt,90,2,34,2.8,2,120
24114,Manhattan,40.76174,-73.99228000000001,Entire home/apt,130,30,5,0.22,20,333
16584,Manhattan,40.77865,-73.98104000000001,Entire home/apt,149,2,1,0.03,1,0
12436,Brooklyn,40.67859,-73.96076,Private room,75,1,117,2.82,1,96
46757,Brooklyn,40.69424,-73.92652,Entire home/apt,89,1,8,7.5,1,88
4177,Manhattan,40.77518,-73.95618,Entire home/apt,200,5,4,0.07,1,0
39036,Brooklyn,40.68139,-73.92156999999999,Entire home/apt,65,3,1,0.15,1,281
11634,Brooklyn,40.662890000000004,-73.96175,Entire home/apt,125,2,125,2.79,2,229
36641,Manhattan,40.75829,-73.97259,Private room,120,1,44,4.91,1,4
32676,Manhattan,40.81371,-73.95241999999999,Private room,80,2,11,0.85,1,0
2157,Manhattan,40.78954,-73.97222,Entire home/apt,99,30,1,0.02,8,113
6004,Queens,40.71233,-73.84848000000001,Private room,55,1,13,0.23,5,281
24652,Brooklyn,40.667559999999995,-73.95812,Entire home/apt,100,3,12,0.5,1,4
21426,Manhattan,40.76109,-73.99305,Private room,135,3,126,4.42,1,3
12475,Queens,40.71382,-73.91282,Entire home/apt,89,3,54,1.26,1,331
42314,Brooklyn,40.69826,-73.93474,Private room,58,1,26,7.03,1,70
10650,Brooklyn,40.676970000000004,-73.97069,Entire home/apt,99,7,11,0.24,1,0
14913,Manhattan,40.70544,-74.01616,Entire home/apt,110,1,2,0.05,1,0
2047,Manhattan,40.73949,-73.99483000000001,Entire home/apt,250,3,48,0.66,1,217
32172,Brooklyn,40.65467,-73.94967,Entire home/apt,50,2,8,0.61,1,0
26245,Manhattan,40.80508,-73.94941999999999,Private room,125,2,70,3.24,2,0
21261,Brooklyn,40.68869,-73.9231,Private room,47,1,10,0.35,1,173
13676,Manhattan,40.76577,-73.9855,Private room,135,1,101,2.36,1,365
40415,Manhattan,40.75483,-73.99405,Entire home/apt,156,1,21,3.71,1,46
7006,Manhattan,40.78215,-73.98349,Entire home/apt,105,30,15,0.31,34,285
10916,Manhattan,40.73572,-73.98735,Entire home/apt,190,2,134,3.2,4,270
3317,Brooklyn,40.69937,-73.91463,Entire home/apt,135,3,164,2.45,1,325
18249,Manhattan,40.76644,-73.95635,Entire home/apt,99,5,15,0.45,1,0
46283,Brooklyn,40.62937,-74.03001,Private room,100,1,6,6.0,3,365
14820,Manhattan,40.77559,-73.95263,Entire home/apt,140,1,183,4.56,1,63
20257,Manhattan,40.71521,-73.99169,Private room,80,2,152,5.01,1,105
1859,Manhattan,40.803940000000004,-73.9506,Private room,69,4,18,0.23,1,280
39951,Manhattan,40.85257,-73.94161,Entire home/apt,160,2,1,0.16,2,0
4356,Manhattan,40.7241,-74.0042,Entire home/apt,250,2,18,1.83,1,9
6627,Manhattan,40.7555,-73.96575,Entire home/apt,225,1,14,0.25,1,0
31613,Manhattan,40.77127,-73.98841999999999,Entire home/apt,180,5,6,0.82,1,5
25187,Manhattan,40.76505,-73.98756999999999,Private room,140,2,54,2.36,1,0
13876,Manhattan,40.73492,-74.00457,Entire home/apt,196,15,2,0.05,1,31
3399,Queens,40.76589,-73.92864,Entire home/apt,100,1,2,0.03,2,0
32670,Brooklyn,40.662420000000004,-73.94417,Private room,48,1,131,9.97,2,0
20776,Brooklyn,40.70971,-73.95229,Entire home/apt,225,7,8,0.26,1,0
3844,Brooklyn,40.69856,-73.93162,Private room,128,3,52,0.8,1,219
29955,Manhattan,40.79653,-73.96887,Entire home/apt,75,1,32,1.87,1,0
8264,Manhattan,40.70778,-74.00685,Entire home/apt,150,1,9,0.18,1,0
3262,Manhattan,40.804190000000006,-73.95581999999999,Private room,90,4,57,2.67,1,74
9099,Manhattan,40.76021,-73.96157,Entire home/apt,165,30,10,0.22,34,346
14252,Manhattan,40.71884,-73.98594,Entire home/apt,150,1,1,0.03,1,0
36570,Brooklyn,40.71164,-73.95173,Private room,95,2,7,0.77,4,3
35991,Manhattan,40.74716,-73.98454,Entire home/apt,225,29,1,0.79,96,332
21680,Brooklyn,40.64465,-73.97870999999999,Private room,45,3,5,0.18,1,0
40592,Brooklyn,40.69226,-73.94788,Entire home/apt,89,3,18,3.03,3,237
15080,Brooklyn,40.57804,-74.01024,Entire home/apt,223,1,1,0.03,3,0
