,Bronx,latitude,longitude,room_type,price,minimum_nights,reviews_per_month,availability_365
21898,Manhattan,40.74005,-73.97884,Entire home/apt,290,30,0,312
21986,Manhattan,40.75893,-73.96751,Entire home/apt,290,4,0.83,52
23802,Manhattan,40.77054,-73.98344,Entire home/apt,290,30,0.52,313
24602,Manhattan,40.74596,-73.99234,Entire home/apt,290,2,3.96,149
24988,Manhattan,40.71989,-74.00668,Entire home/apt,290,2,2.26,75
25591,Manhattan,40.77139,-73.95651,Entire home/apt,290,30,0.57,283
25823,Manhattan,40.72919,-73.98151,Entire home/apt,290,2,4.29,254
26735,Queens,40.76059,-73.9965,Entire home/apt,290,3,2.45,23
26903,Queens,40.76421,-73.99132,Entire home/apt,290,3,1.13,8
27000,Queens,40.79957,-73.94212,Entire home/apt,290,2,6.11,268
27209,Queens,40.80553,-73.94928,Entire home/apt,290,1,2,161
27765,Queens,40.78948,-73.97228,Entire home/apt,290,30,0,338
28118,Queens,40.74298,-73.95804,Entire home/apt,290,5,0,270
28761,Queens,40.7428,-73.9956,Entire home/apt,290,2,1,25
28933,Queens,40.7294,-73.98664,Entire home/apt,290,1,0,355
29244,Queens,40.75823,-73.96509,Entire home/apt,290,1,0,286
29633,Queens,40.74497,-73.9844,Entire home/apt,290,7,0,199
21846,Manhattan,40.71479,-74.00671,Entire home/apt,291,30,0,295
21853,Manhattan,40.73899,-73.99749,Entire home/apt,291,30,0,320
21864,Manhattan,40.75973,-73.99574,Entire home/apt,291,30,0,189
22287,Manhattan,40.75916,-73.96023,Entire home/apt,293,30,0,292
22288,Manhattan,40.76021,-73.96075,Entire home/apt,293,30,0,280
25035,Manhattan,40.70529,-74.00653,Private room,293,1,3.18,75
9146,Brooklyn,40.72148,-73.99543,Entire home/apt,294,5,4.19,105
17024,Manhattan,40.78209,-73.97598,Entire home/apt,294,4,2.48,179
18959,Manhattan,40.70761,-74.00513,Entire home/apt,294,29,0,38
21922,Manhattan,40.77639,-73.98269,Entire home/apt,294,30,0,219
27980,Queens,40.74125,-73.98125,Entire home/apt,294,3,4.41,64
363,Bronx,40.80474,-73.94688,Entire home/apt,295,2,0.76,264
382,Bronx,40.83096,-73.94633,Entire home/apt,295,3,2.33,247
670,Bronx,40.78012,-73.98439,Entire home/apt,295,1,0,146
942,Brooklyn,40.73176,-73.99895,Private room,295,5,1.25,350
971,Brooklyn,40.72274,-73.97934,Entire home/apt,295,3,1.02,261
1097,Brooklyn,40.74027,-73.98061,Entire home/apt,295,4,1.02,122
1468,Brooklyn,40.68015,-73.96299,Entire home/apt,295,2,0.11,365
1513,Brooklyn,40.73194,-73.98939,Entire home/apt,295,7,1.23,316
1866,Brooklyn,40.71787,-73.95585,Entire home/apt,295,2,1.59,79
2131,Brooklyn,40.74611,-73.99209,Entire home/apt,295,30,0.04,235
2421,Brooklyn,40.72815,-73.98059,Entire home/apt,295,1,3.82,245
2974,Brooklyn,40.71923,-73.95684,Entire home/apt,295,2,1.74,151
4296,Brooklyn,40.72104,-73.96034,Entire home/apt,295,2,1.5,339
4643,Brooklyn,40.79582,-73.9479,Entire home/apt,295,2,0,365
5060,Brooklyn,40.72131,-73.99429,Entire home/apt,295,2,1.98,272
5232,Brooklyn,40.63314,-74.02896,Entire home/apt,295,5,0.13,19
5356,Brooklyn,40.73983,-73.9988,Entire home/apt,295,1,0.35,175
5550,Brooklyn,40.66163,-73.98602,Entire home/apt,295,9,0.04,1
5820,Brooklyn,40.72147,-73.98733,Entire home/apt,295,3,1.4,214
6641,Brooklyn,40.78613,-73.9732,Entire home/apt,295,30,0.06,332
7136,Brooklyn,40.67473,-73.96529,Entire home/apt,295,3,4.33,226
7569,Brooklyn,40.6717,-73.99247,Entire home/apt,295,4,0.07,326
7884,Brooklyn,40.68081,-73.98945,Entire home/apt,295,2,1.8,292
8269,Brooklyn,40.74472,-74.00095,Entire home/apt,295,1,1.33,77
9071,Brooklyn,40.72872,-73.98267,Entire home/apt,295,7,0.78,128
9200,Brooklyn,40.74042,-73.98139,Entire home/apt,295,2,1.29,81
9387,Brooklyn,40.71433,-73.95857,Entire home/apt,295,2,2.27,309
9426,Brooklyn,40.79371,-73.96708,Entire home/apt,295,30,0.06,250
10403,Brooklyn,40.72174,-73.99482,Entire home/apt,295,5,1.4,16
10641,Brooklyn,40.71698,-73.99629,Entire home/apt,295,2,1.39,66
11831,Brooklyn,40.83099,-73.9444,Entire home/apt,295,1,5.05,256
13262,Manhattan,40.75905,-73.93203,Entire home/apt,295,2,4.73,188
13298,Manhattan,40.68107,-73.97876,Entire home/apt,295,30,2.48,208
13948,Manhattan,40.73261,-74.00713,Entire home/apt,295,2,0.33,365
15499,Manhattan,40.76716,-73.98779,Entire home/apt,295,1,6.68,125
15598,Manhattan,40.72651,-73.99196,Entire home/apt,295,2,0.94,51
15716,Manhattan,40.76155,-73.98687,Entire home/apt,295,2,4.25,89
16558,Manhattan,40.72339,-73.94322,Entire home/apt,295,1,3.83,161
16679,Manhattan,40.72531,-73.98187,Entire home/apt,295,3,0.64,88
16854,Manhattan,40.67442,-73.94096,Entire home/apt,295,4,0.56,343
16873,Manhattan,40.70606,-74.0054,Entire home/apt,295,1,3.95,117
17061,Manhattan,40.67638,-73.98278,Entire home/apt,295,4,1.42,68
17363,Manhattan,40.71577,-73.9553,Entire home/apt,295,3,0.87,1
17828,Manhattan,40.77511,-73.99005,Entire home/apt,295,2,2.17,2
18854,Manhattan,40.79291,-73.97599,Entire home/apt,295,2,2.28,70
19027,Manhattan,40.68783,-73.98695,Entire home/apt,295,2,2.99,25
19913,Manhattan,40.7172,-74.00675,Entire home/apt,295,3,0.33,17
20211,Manhattan,40.78857,-73.97072,Entire home/apt,295,3,2.16,77
20666,Manhattan,40.72584,-73.99306,Private room,295,2,0,5
20981,Manhattan,40.75175,-73.98499,Entire home/apt,295,28,0.51,147
21999,Manhattan,40.72065,-73.99282,Private room,295,3,0,338
22028,Manhattan,40.71972,-73.95705,Entire home/apt,295,5,0.49,46
22132,Manhattan,40.75806,-73.98934,Entire home/apt,295,2,1.12,129
22169,Manhattan,40.72132,-73.95463,Private room,295,1,0.6,90
22695,Manhattan,40.72103,-73.9804,Entire home/apt,295,3,0.8,140
22818,Manhattan,40.82584,-73.95024,Private room,295,1,0.76,89
23761,Manhattan,40.75483,-73.96991,Entire home/apt,295,4,0,270
23804,Manhattan,40.75961,-73.98844,Entire home/apt,295,3,4.49,228
24239,Manhattan,40.76211,-73.99873,Entire home/apt,295,3,1,39
24240,Manhattan,40.76063,-73.99863,Entire home/apt,295,3,0.52,2
25272,Manhattan,40.72069,-73.95829,Entire home/apt,295,2,2.9,3
27784,Queens,40.7149,-73.94585,Entire home/apt,295,2,2,298
27795,Queens,40.71344,-73.94612,Entire home/apt,295,2,1,321
27852,Queens,40.71697,-73.94227,Entire home/apt,295,2,1,318
27854,Queens,40.71701,-73.94082,Entire home/apt,295,2,1,337
27918,Queens,40.75823,-73.93114,Entire home/apt,295,3,4,302
27983,Queens,40.71752,-73.99387,Entire home/apt,295,4,2.73,169
28019,Queens,40.75526,-73.99876,Entire home/apt,295,3,4.29,204
28172,Queens,40.81868,-73.94417,Entire home/apt,295,2,1,123
28248,Queens,40.67385,-73.92071,Entire home/apt,295,3,3,356
28495,Queens,40.73168,-74.00195,Entire home/apt,295,3,2,195
28506,Queens,40.75994,-73.99591,Entire home/apt,295,4,0,10
29036,Queens,40.73035,-73.9845,Entire home/apt,295,5,0,268
29045,Queens,40.72716,-73.98436,Entire home/apt,295,5,1,141
29115,Queens,40.71668,-73.94252,Entire home/apt,295,2,0,300
29224,Queens,40.72503,-73.98546,Entire home/apt,295,1,1,11
29407,Queens,40.71693,-73.94267,Entire home/apt,295,2,1,354
7577,Brooklyn,40.74754,-73.97199,Entire home/apt,297,30,0.03,311
21851,Manhattan,40.76159,-73.98544,Entire home/apt,297,30,0,68
25115,Manhattan,40.75893,-73.99485,Private room,297,1,0,311
29089,Queens,40.7144,-73.98201,Entire home/apt,297,20,0,276
769,Bronx,40.67939,-73.99398,Entire home/apt,298,30,1.84,296
4205,Brooklyn,40.71383,-73.96289,Entire home/apt,298,3,0.39,4
4662,Brooklyn,40.68937,-73.95097,Entire home/apt,298,3,0.33,35
12652,Brooklyn,40.75558,-73.81019,Entire home/apt,298,6,1.34,174
12950,Manhattan,40.68192,-73.9908,Entire home/apt,298,3,0.36,192
13277,Manhattan,40.67837,-73.95422,Entire home/apt,298,2,0,189
14006,Manhattan,40.67433,-73.92824,Entire home/apt,298,3,1.17,265
14009,Manhattan,40.75323,-73.94025,Entire home/apt,298,4,3.44,187
19291,Manhattan,40.71594,-73.94113,Entire home/apt,298,2,0.2,74
20680,Manhattan,40.81223,-73.95284,Entire home/apt,298,1,2,300
20879,Manhattan,40.69161,-73.76326,Entire home/apt,298,2,1.51,365
21960,Manhattan,40.74423,-74.0026,Entire home/apt,298,30,0,285
26601,Queens,40.73002,-73.98356,Entire home/apt,298,30,0,301
167,Bronx,40.71882,-73.98852,Entire home/apt,299,2,1.04,207
555,Bronx,40.73714,-73.95296,Private room,299,3,0.1,60
607,Bronx,40.72257,-73.98465,Entire home/apt,299,3,0.53,365
706,Bronx,40.75023,-73.98293,Entire home/apt,299,10,0.27,101
815,Bronx,40.66859,-73.98235,Entire home/apt,299,20,0,149
1056,Brooklyn,40.50868,-74.23986,Entire home/apt,299,3,0.82,245
1159,Brooklyn,40.80748,-73.94869,Entire home/apt,299,3,0.09,348
1251,Brooklyn,40.75666,-73.76314,Entire home/apt,299,2,0.95,322
1882,Brooklyn,40.64342,-73.97851,Entire home/apt,299,3,0.06,321
2052,Brooklyn,40.7245,-73.99419,Entire home/apt,299,2,0.37,88
2073,Brooklyn,40.71804,-73.99147,Entire home/apt,299,1,2.8,100
2342,Brooklyn,40.78618,-73.97339,Entire home/apt,299,4,0.56,3
2539,Brooklyn,40.72247,-73.97923,Entire home/apt,299,28,1.37,14
2951,Brooklyn,40.77397,-73.98242,Entire home/apt,299,2,2.46,267
2953,Brooklyn,40.78833,-73.94888,Private room,299,1,0,365
3010,Brooklyn,40.67024,-73.99351,Entire home/apt,299,3,0.56,346
3283,Brooklyn,40.80422,-73.93841,Entire home/apt,299,4,0.97,324
3712,Brooklyn,40.68634,-73.92516,Entire home/apt,299,4,0.15,279
4028,Brooklyn,40.79994,-73.97001,Private room,299,1,0.64,88
4071,Brooklyn,40.72809,-73.98188,Entire home/apt,299,2,1.15,210
4946,Brooklyn,40.76365,-73.98057,Entire home/apt,299,2,0.16,176
5468,Brooklyn,40.74138,-73.98814,Entire home/apt,299,28,3.39,315
5556,Brooklyn,40.72545,-73.98802,Entire home/apt,299,1,1.52,257
5681,Brooklyn,40.81095,-73.95296,Entire home/apt,299,3,1.96,304
6083,Brooklyn,40.74451,-73.99226,Entire home/apt,299,2,1.22,221
6506,Brooklyn,40.72788,-73.9869,Entire home/apt,299,1,4.05,91
6650,Brooklyn,40.7996,-73.9621,Entire home/apt,299,4,2.62,282
6695,Brooklyn,40.74835,-74.00336,Entire home/apt,299,1,4.02,297
7038,Brooklyn,40.72888,-73.99199,Entire home/apt,299,30,0.04,160
7093,Brooklyn,40.7213,-73.98559,Entire home/apt,299,30,1.71,332
7138,Brooklyn,40.61042,-74.12277,Entire home/apt,299,3,1.91,350
7863,Brooklyn,40.58734,-73.79971,Entire home/apt,299,3,0.31,318
8484,Brooklyn,40.8002,-73.96727,Private room,299,1,0.08,345
9369,Brooklyn,40.6702,-73.9896,Entire home/apt,299,2,1.02,261
9591,Brooklyn,40.88207,-73.83538,Entire home/apt,299,2,0.18,358
9722,Brooklyn,40.73405,-73.98862,Entire home/apt,299,1,3.11,335
12071,Brooklyn,40.73193,-73.99931,Entire home/apt,299,2,1.15,64
12142,Brooklyn,40.6792,-73.93071,Entire home/apt,299,2,2.31,180
12750,Brooklyn,40.69387,-73.99412,Entire home/apt,299,4,0.27,27
13004,Manhattan,40.78561,-73.97637,Entire home/apt,299,3,2.57,116
13774,Manhattan,40.70424,-74.01564,Shared room,299,1,0,83
14204,Manhattan,40.76565,-73.98554,Shared room,299,2,1.8,188
14524,Manhattan,40.73103,-73.98233,Entire home/apt,299,2,1.08,2
14537,Manhattan,40.71572,-73.99114,Entire home/apt,299,2,4.01,199
14749,Manhattan,40.76084,-73.99899,Entire home/apt,299,30,0,365
14830,Manhattan,40.74494,-73.99762,Entire home/apt,299,2,1.57,274
15514,Manhattan,40.74144,-73.99984,Entire home/apt,299,2,0,2
16380,Manhattan,40.76008,-73.98846,Entire home/apt,299,2,2.79,169
16430,Manhattan,40.77598,-73.98917,Entire home/apt,299,3,1.96,6
16461,Manhattan,40.76419,-73.97455,Entire home/apt,299,3,1.62,278
17321,Manhattan,40.76243,-73.99805,Entire home/apt,299,1,2.74,84
17487,Manhattan,40.74267,-73.99971,Entire home/apt,299,3,5.82,91
17577,Manhattan,40.81187,-73.95393,Entire home/apt,299,2,0.97,314
17974,Manhattan,40.77669,-73.95283,Private room,299,1,0.35,365
18839,Manhattan,40.77425,-73.98122,Entire home/apt,299,3,2.97,96
19371,Manhattan,40.70611,-74.00626,Entire home/apt,299,29,0,311
19373,Manhattan,40.70798,-74.00591,Entire home/apt,299,29,0,189
19947,Manhattan,40.74223,-73.98286,Entire home/apt,299,1,4.4,264
20062,Manhattan,40.8546,-73.83026,Entire home/apt,299,2,0.58,1
20104,Manhattan,40.74552,-74.00021,Entire home/apt,299,2,3.75,277
20589,Manhattan,40.6978,-73.76775,Entire home/apt,299,2,1.05,52
20646,Manhattan,40.75524,-73.97269,Private room,299,1,0.94,177
20648,Manhattan,40.75968,-73.95963,Entire home/apt,299,7,0,15
20992,Manhattan,40.71843,-73.94199,Private room,299,4,0,35
21253,Manhattan,40.77403,-73.92213,Entire home/apt,299,2,1.6,354
21696,Manhattan,40.72607,-74.00166,Entire home/apt,299,4,0.32,156
22075,Manhattan,40.74877,-73.99754,Entire home/apt,299,2,1.46,271
22302,Manhattan,40.76011,-73.99087,Entire home/apt,299,3,3.5,207
22354,Manhattan,40.73383,-73.87346,Entire home/apt,299,2,1.47,78
22609,Manhattan,40.74531,-73.99098,Entire home/apt,299,3,1,155
22672,Manhattan,40.85222,-73.89277,Entire home/apt,299,1,1.52,322
22897,Manhattan,40.72685,-73.9837,Entire home/apt,299,3,2.32,212
23039,Manhattan,40.74891,-73.99573,Entire home/apt,299,2,1.59,274
23230,Manhattan,40.76263,-73.97664,Entire home/apt,299,3,0.56,38
23259,Manhattan,40.76495,-73.96679,Entire home/apt,299,1,1.36,342
23410,Manhattan,40.73409,-74.00464,Entire home/apt,299,1,3.22,61
23611,Manhattan,40.7549,-73.99679,Private room,299,1,0,363
23612,Manhattan,40.75628,-73.99643,Private room,299,1,0,365
23743,Manhattan,40.73027,-74.00077,Entire home/apt,299,3,1.8,19
24244,Manhattan,40.71612,-73.99273,Entire home/apt,299,2,2.05,324
24459,Manhattan,40.75976,-73.98727,Private room,299,1,7.69,362
24846,Manhattan,40.76089,-73.98709,Private room,299,1,5.69,303
24914,Manhattan,40.74758,-73.98276,Entire home/apt,299,3,2.89,306
25094,Manhattan,40.72082,-73.9879,Entire home/apt,299,1,0.54,217
25526,Manhattan,40.76091,-73.99126,Entire home/apt,299,4,5.45,59
25557,Manhattan,40.76248,-73.98937,Entire home/apt,299,4,2.89,61
26100,Queens,40.74818,-73.98247,Entire home/apt,299,2,3.18,16
26390,Queens,40.78422,-73.97754,Entire home/apt,299,1,3.13,61
26397,Queens,40.74624,-73.9725,Entire home/apt,299,1,4.44,93
26533,Queens,40.77116,-73.94774,Entire home/apt,299,4,5,170
26576,Queens,40.74357,-73.97647,Entire home/apt,299,1,0,20
26633,Queens,40.73077,-73.98322,Entire home/apt,299,6,0,140
26655,Queens,40.80036,-73.95598,Entire home/apt,299,4,0.91,4
26743,Queens,40.76173,-73.96216,Entire home/apt,299,5,1.91,119
26811,Queens,40.75509,-73.93703,Entire home/apt,299,1,1.62,341
26812,Queens,40.75334,-73.93631,Entire home/apt,299,1,2.05,357
26818,Queens,40.7447,-73.97959,Entire home/apt,299,6,4.36,158
26896,Queens,40.73968,-74.00455,Private room,299,1,0,269
27084,Queens,40.77728,-73.98062,Entire home/apt,299,30,0,365
27089,Queens,40.70571,-74.00784,Entire home/apt,299,1,8,312
27153,Queens,40.73388,-73.98311,Entire home/apt,299,2,5.79,194
27158,Queens,40.74191,-73.99011,Entire home/apt,299,1,4.12,347
27203,Queens,40.70603,-73.89562,Entire home/apt,299,3,3.6,155
27529,Queens,40.73559,-73.99959,Entire home/apt,299,2,1,118
27533,Queens,40.53939,-74.15389,Entire home/apt,299,10,0,30
27611,Queens,40.72748,-74.0008,Entire home/apt,299,3,2.09,178
27734,Queens,40.61058,-73.90971,Entire home/apt,299,3,2.25,339
27956,Queens,40.70659,-74.00501,Entire home/apt,299,4,0,83
28074,Queens,40.74546,-73.99099,Entire home/apt,299,3,0,140
28425,Queens,40.74217,-73.98398,Entire home/apt,299,1,0,339
28475,Queens,40.76527,-73.98139,Private room,299,3,0,3
28508,Queens,40.74363,-73.9773,Entire home/apt,299,1,4,348
28691,Queens,40.70599,-73.94817,Entire home/apt,299,3,3,195
28692,Queens,40.74399,-73.97753,Entire home/apt,299,3,2,350
28813,Queens,40.74441,-74.00765,Entire home/apt,299,2,0,74
29058,Queens,40.74673,-73.9792,Entire home/apt,299,6,0,57
29234,Queens,40.75499,-73.99437,Entire home/apt,299,3,0,237
29298,Queens,40.71598,-73.99549,Entire home/apt,299,1,2,334
29393,Queens,40.7624,-73.9693,Entire home/apt,299,30,2,248
29528,Queens,40.71698,-73.95003,Entire home/apt,299,2,2,298
29540,Queens,40.76405,-73.99004,Entire home/apt,299,4,0,95
29592,Queens,40.74865,-73.98158,Entire home/apt,299,3,1,187
29595,Queens,40.7609,-73.96147,Entire home/apt,299,3,0,177
29887,Queens,40.71527,-73.93852,Entire home/apt,299,3,2,178
30244,Queens,40.73477,-74.00246,Entire home/apt,299,3,0,107
30304,Queens,40.7404,-73.99853,Entire home/apt,299,2,0,157
371,Bronx,40.80497,-73.95016,Entire home/apt,300,2,2.14,258
413,Bronx,40.72133,-73.99666,Entire home/apt,300,1,0.06,115
469,Bronx,40.79816,-73.9619,Entire home/apt,300,2,0.47,31
578,Bronx,40.73312,-74.0042,Entire home/apt,300,4,1.66,246
605,Bronx,40.76373,-73.96897,Entire home/apt,300,3,0.08,27
622,Bronx,40.82977,-73.94071,Entire home/apt,300,3,0.06,365
631,Bronx,40.70766,-73.95191,Entire home/apt,300,7,0,354
658,Bronx,40.7909,-73.96762,Entire home/apt,300,3,0.47,29
770,Bronx,40.76494,-73.95804,Entire home/apt,300,4,0.22,84
782,Bronx,40.68599,-73.98826,Entire home/apt,300,29,0.26,312
870,Bronx,40.65854,-73.98384,Entire home/apt,300,2,0.39,23
944,Brooklyn,40.72184,-73.9944,Entire home/apt,300,30,1.09,106
965,Brooklyn,40.71788,-73.98975,Entire home/apt,300,1,0.62,111
1024,Brooklyn,40.68466,-73.98871,Entire home/apt,300,30,0.77,365
1397,Brooklyn,40.78689,-73.97314,Entire home/apt,300,30,1.24,284
1593,Brooklyn,40.73303,-74.00237,Entire home/apt,300,3,1.44,318
1679,Brooklyn,40.74877,-73.9994,Entire home/apt,300,5,0.62,87
1725,Brooklyn,40.64024,-73.96976,Entire home/apt,300,5,0.02,15
1737,Brooklyn,40.71756,-73.94839,Entire home/apt,300,5,0.46,365
1846,Brooklyn,40.80707,-73.94884,Entire home/apt,300,3,1.62,286
2015,Brooklyn,40.67427,-73.95042,Entire home/apt,300,2,0.24,41
2033,Brooklyn,40.76582,-73.99468,Entire home/apt,300,2,0.32,365
2051,Brooklyn,40.76084,-73.96908,Entire home/apt,300,15,0.58,98
2121,Brooklyn,40.71702,-73.99566,Entire home/apt,300,5,0.45,278
2240,Brooklyn,40.72105,-73.98519,Entire home/apt,300,2,0.96,350
2308,Brooklyn,40.71454,-73.94965,Entire home/apt,300,2,0.15,214
2321,Brooklyn,40.71817,-73.96401,Entire home/apt,300,5,0.22,188
2489,Brooklyn,40.73003,-73.98576,Entire home/apt,300,2,0.55,169
2588,Brooklyn,40.85098,-73.93664,Private room,300,2,0,365
2939,Brooklyn,40.7339,-74.00177,Entire home/apt,300,5,0.3,219
2968,Brooklyn,40.67007,-73.94729,Entire home/apt,300,2,0.24,224
3060,Brooklyn,40.78576,-73.97594,Entire home/apt,300,3,1.53,254
3125,Brooklyn,40.67561,-73.97823,Entire home/apt,300,2,1.81,268
3161,Brooklyn,40.67658,-73.93122,Entire home/apt,300,1,0.52,254
3212,Brooklyn,40.73316,-74.00632,Entire home/apt,300,30,0.24,291
3219,Brooklyn,40.58527,-73.93534,Entire home/apt,300,5,0.13,363
3234,Brooklyn,40.78193,-73.94884,Entire home/apt,300,30,0.05,365
3649,Brooklyn,40.75319,-74.00159,Entire home/apt,300,2,0.19,137
3708,Brooklyn,40.67815,-74.01443,Entire home/apt,300,7,0.18,32
3732,Brooklyn,40.72452,-73.93916,Entire home/apt,300,1,0.32,362
3978,Brooklyn,40.79795,-73.96175,Entire home/apt,300,30,0.07,310
3995,Brooklyn,40.80521,-73.94519,Entire home/apt,300,4,2.56,204
4016,Brooklyn,40.82257,-73.94543,Entire home/apt,300,5,1.65,288
4090,Brooklyn,40.78318,-73.94556,Entire home/apt,300,30,0.19,331
4312,Brooklyn,40.86494,-73.92672,Entire home/apt,300,4,0.06,316
4365,Brooklyn,40.72091,-73.98475,Entire home/apt,300,3,1.12,168
4564,Brooklyn,40.69165,-73.99764,Entire home/apt,300,2,1.19,274
4585,Brooklyn,40.7636,-73.926,Entire home/apt,300,7,0.16,42
4864,Brooklyn,40.80947,-73.95392,Entire home/apt,300,2,1.18,198
4950,Brooklyn,40.72716,-74.0032,Entire home/apt,300,10,2.04,239
5162,Brooklyn,40.59399,-73.79693,Entire home/apt,300,1,1.34,344
5214,Brooklyn,40.68781,-73.91421,Entire home/apt,300,3,0.45,217
5355,Brooklyn,40.76257,-73.92634,Entire home/apt,300,2,0.27,365
5642,Brooklyn,40.72547,-74.01,Private room,300,7,1.11,156
5686,Brooklyn,40.72118,-73.99575,Entire home/apt,300,4,0.09,89
5751,Brooklyn,40.76444,-73.98592,Entire home/apt,300,3,0.26,33
5909,Brooklyn,40.71555,-73.99298,Entire home/apt,300,3,0.66,87
6059,Brooklyn,40.67173,-73.98303,Entire home/apt,300,3,1.51,338
6090,Brooklyn,40.76436,-73.96471,Entire home/apt,300,4,0.16,188
6489,Brooklyn,40.76416,-73.98807,Entire home/apt,300,2,0.18,181
6659,Brooklyn,40.75598,-73.98796,Entire home/apt,300,5,0.16,82
6666,Brooklyn,40.77685,-73.9771,Entire home/apt,300,30,0.12,263
6698,Brooklyn,40.71582,-73.98812,Entire home/apt,300,2,1.36,118
6784,Brooklyn,40.63692,-73.99063,Entire home/apt,300,2,2.06,297
6807,Brooklyn,40.76553,-73.98709,Entire home/apt,300,1,6.12,261
6926,Brooklyn,40.73434,-74.00462,Entire home/apt,300,4,2.46,58
7382,Brooklyn,40.80735,-73.95684,Entire home/apt,300,2,0.64,176
7505,Brooklyn,40.68623,-73.98956,Entire home/apt,300,29,0.19,312
7637,Brooklyn,40.71765,-73.95189,Entire home/apt,300,5,1.18,29
7733,Brooklyn,40.73178,-74.00173,Entire home/apt,300,5,2.32,121
7830,Brooklyn,40.7889,-73.9729,Entire home/apt,300,5,0.08,9
7843,Brooklyn,40.71265,-73.96574,Entire home/apt,300,2,0.86,76
7957,Brooklyn,40.70799,-74.00977,Entire home/apt,300,3,2.66,335
8142,Brooklyn,40.66618,-73.93156,Entire home/apt,300,3,1.03,259
8242,Brooklyn,40.73596,-73.99228,Entire home/apt,300,5,0.58,87
8298,Brooklyn,40.75584,-73.96979,Entire home/apt,300,1,1.01,361
8377,Brooklyn,40.68662,-73.98305,Entire home/apt,300,30,0,36
8493,Brooklyn,40.6664,-73.99305,Entire home/apt,300,1,0,311
8648,Brooklyn,40.67671,-73.96466,Entire home/apt,300,3,0.47,11
8704,Brooklyn,40.7751,-73.98148,Entire home/apt,300,2,0.41,3
8776,Brooklyn,40.67611,-73.94106,Entire home/apt,300,3,2.43,218
8780,Brooklyn,40.73233,-73.95443,Entire home/apt,300,1,0.03,83
8790,Brooklyn,40.72927,-73.99039,Entire home/apt,300,30,0.06,310
8906,Brooklyn,40.71319,-73.95822,Entire home/apt,300,14,0.08,345
9044,Brooklyn,40.73564,-74.00303,Entire home/apt,300,1,4.39,172
9161,Brooklyn,40.70851,-74.00563,Entire home/apt,300,6,0.1,358
9236,Brooklyn,40.76242,-73.96058,Entire home/apt,300,3,0,179
9303,Brooklyn,40.75328,-73.90855,Entire home/apt,300,2,2.14,228
9383,Brooklyn,40.86316,-73.92627,Shared room,300,1,0,363
9399,Brooklyn,40.73316,-74.00782,Entire home/apt,300,4,0.7,61
9525,Brooklyn,40.72891,-73.98868,Entire home/apt,300,2,0.64,8
9577,Brooklyn,40.79799,-73.96161,Entire home/apt,300,30,0,233
9692,Brooklyn,40.82158,-73.95592,Entire home/apt,300,4,2.05,110
9789,Brooklyn,40.7671,-73.98148,Entire home/apt,300,30,0,364
9822,Brooklyn,40.71745,-73.99409,Entire home/apt,300,1,0.69,364
9854,Brooklyn,40.65927,-73.97832,Entire home/apt,300,2,0.18,16
10013,Brooklyn,40.74633,-73.99201,Entire home/apt,300,30,0,364
10043,Brooklyn,40.71443,-73.94153,Entire home/apt,300,2,0.06,310
10062,Brooklyn,40.73088,-74.00378,Entire home/apt,300,1,1.83,73
10106,Brooklyn,40.72503,-73.97851,Entire home/apt,300,10,0.53,16
10136,Brooklyn,40.6724,-73.88839,Private room,300,3,0.26,80
10193,Brooklyn,40.71454,-73.99271,Entire home/apt,300,7,1.79,36
10196,Brooklyn,40.68562,-73.94042,Entire home/apt,300,2,1.11,180
10249,Brooklyn,40.77221,-73.94819,Entire home/apt,300,2,0.6,179
10389,Brooklyn,40.71014,-73.96384,Entire home/apt,300,7,0.09,352
10539,Brooklyn,40.67748,-73.95101,Entire home/apt,300,2,0.38,9
10700,Brooklyn,40.78864,-73.97683,Entire home/apt,300,2,0.53,105
11010,Brooklyn,40.68324,-73.95174,Entire home/apt,300,30,2.43,360
11065,Brooklyn,40.72282,-73.94856,Entire home/apt,300,3,1.69,3
11115,Brooklyn,40.7363,-73.98969,Entire home/apt,300,3,0,93
11143,Brooklyn,40.76579,-73.97701,Entire home/apt,300,5,0.12,115
11320,Brooklyn,40.67595,-73.94132,Entire home/apt,300,30,0.33,136
11571,Brooklyn,40.66338,-73.99879,Entire home/apt,300,3,3.41,269
11603,Brooklyn,40.69424,-73.9385,Entire home/apt,300,2,3.51,229
11735,Brooklyn,40.7402,-73.999,Entire home/apt,300,30,2.55,126
11837,Brooklyn,40.79737,-73.93185,Entire home/apt,300,3,2.03,104
11899,Brooklyn,40.71625,-73.96407,Entire home/apt,300,4,0.44,94
12030,Brooklyn,40.68602,-73.98311,Entire home/apt,300,2,0.37,311
12255,Brooklyn,40.72529,-73.98655,Entire home/apt,300,14,0.2,2
12274,Brooklyn,40.63077,-73.90395,Entire home/apt,300,3,2.36,333
12443,Brooklyn,40.65193,-73.97743,Entire home/apt,300,3,0.05,194
12491,Brooklyn,40.71992,-73.99251,Entire home/apt,300,5,0.24,45
12580,Brooklyn,40.78116,-73.98672,Entire home/apt,300,5,0,83
12768,Brooklyn,40.71359,-74.00538,Private room,300,1,0,179
12818,Brooklyn,40.72361,-73.99467,Entire home/apt,300,7,0.67,9
13129,Manhattan,40.71687,-73.95012,Entire home/apt,300,5,0.35,31
13133,Manhattan,40.73552,-74.00554,Entire home/apt,300,3,0.81,12
